"id";"title";"author";"year";"isbn"
"3179";"Invisible Man";"Ralph Ellison";"1952";"0679732764"
"3180";"A Wanted Man";"Lee Child, Dick Hill";"2012";"0307749606"
"3181";"H.M.S. Surprise ";"Patrick O'Brian";"1973";"0393307611"
"3182";"Cane River";"Lalita Tademy";"2001";"0446678457"
"3183";"A Wolf at the Table";"Augusten Burroughs";"2008";"0312342020"
"3184";"The Magic Faraway Tree";"Enid Blyton";"1943";"074974801X"
"3185";"Desert Solitaire";"Edward Abbey";"1968";"0345326490"
"3186";"Faking It";"Cora Carmack";"2013";"0062273264"
"3187";"Two Boys Kissing";"David Levithan";"2013";"0307931900"
"3188";"Annabel";"Lauren Oliver";"2012";"0062237381"
"3189";"The Emperor's Children";"Claire Messud";"2006";"030726419X"
"3190";"The Dream Hunter";"Sherrilyn Kenyon";"2007";"0312938810"
"3191";"Castle Roogna";"Piers Anthony";"1979";"0345418514"
"3192";"Blood of the Fold";"Terry Goodkind";"1996";"0812551478"
"3193";"Goddess Interrupted";"Aimee Carter";"2012";"0373210450"
"3194";"Playing with Fire";"Derek Landy";"2008";"0061240885"
"3195";"United We Spy";"Ally Carter";"2013";"1423165993"
"3196";"Native Son ";"Richard Wright";"1940";"006083756X"
"3197";"The Monk";"Matthew      Lewis";"1796";"0140436030"
"3198";"At Bertram's Hotel";"Agatha Christie";"1965";"0002310015"
"3199";"Gang Leader for a Day";"Sudhir Venkatesh";"2008";"1594201501"
"3200";"The Chamber";"John Grisham";"1994";"0385339666"
"3201";"Impulse";"Ellen Hopkins";"2007";"1416903569"
"3202";"A Stranger in the Mirror";"Sidney Sheldon";"1976";"0006471250"
"3203";"Mostly Harmless";"Douglas Adams";"1992";"0345418778"
"3204";"Gabriel's Rapture";"Sylvain Reynard";"2012";"1936305550"
"3205";"Robots and Empire";"Isaac Asimov";"1985";"0586062009"
"3206";"Pygmalion";"George Bernard Shaw";"1912";"0486282228"
"3207";"Clara and Mr. Tiffany";"Susan Vreeland";"2010";"1400068169"
"3208";"The Girls";"Emma Cline";"2016";"081299860X"
"3209";"The Farthest Shore";"Ursula K. Le Guin";"1972";"141650964X"
"3210";"The Other Hand";"Chris Cleave";"2008";"1416589643"
"3211";"The Winner's Crime";"Marie Rutkoski";"2015";"0374384711"
"3212";"Good Night, Gorilla";"Peggy Rathmann";"1994";"0399230033"
"3213";"The Crossing Places";"Elly Griffiths";"2009";"0547229895"
"3214";"The Vampire Lestat";"Anne Rice";"1985";"0345476883"
"3215";"Leaves of Grass";"Walt Whitman";"1855";"1416523715"
"3216";"Easy";"Tammara Webber";"2012";"0425266745"
"3217";"If Tomorrow Comes";"Sidney Sheldon";"1985";"0006479677"
"3218";"Live To Tell";"Lisa Gardner";"2010";"0553807242"
"3219";"Travel Team";"Mike Lupica";"2004";"0142404624"
"3220";"The Calling";"Kelley Armstrong";"2012";"0061797057"
"3221";"Pandora";"Anne Rice";"1998";"8466302948"
"3222";"The Keep";"Jennifer Egan";"2006";"1400043921"
"3223";"Chronicles: Volume One";"Bob Dylan";"2004";"0743244583"
"3224";"Roller Girl";"Victoria Jamieson";"2015";"0803740166"
"3225";"Chapterhouse: Dune";"Frank Herbert";"1985";"0441102670"
"3226";"Mortality";"Christopher Hitchens";"2012";"1455502758"
"3227";"At First Sight";"Nicholas Sparks";"2004";"0446698466"
"3228";"Caliban's War";"James S.A. Corey";"2012";"1841499900"
"3229";"Awake at Dawn";"C.C. Hunter";"2011";"0312624689"
"3230";"Dexter Is Delicious";"Jeff Lindsay";"2010";"0385532350"
"3231";"A Lot Like Love";"Julie James";"2011";"0425240169"
"3232";"Huis clos";"Jean-Paul Sartre";"1944";"0573613052"
"3233";"Between Shades of Gray";"Ruta Sepetys";"2011";"0399254129"
"3234";"Bergdorf Blondes";"Plum Sykes";"2004";"1401359604"
"3235";"The Forever War";"Joe Haldeman";"1974";"0060510862"
"3236";"Son of the Shadows";"Juliet Marillier";"2000";"0765343266"
"3237";"Birthmarked";"Caragh M. O'Brien";"2010";"1596435690"
"3238";"Native Tongue";"Carl Hiaasen";"1991";"044669570X"
"3239";"Reamde";"Neal Stephenson";"2011";"0061977969"
"3240";"Black Hole";"Charles Burns";"1995";"037542380X"
"3241";"The Woods";"Harlan Coben";"2007";"0525950125"
"3242";"About a Boy";"Nick Hornby";"1998";"0140285679"
"3243";"The Time of My Life";"Cecelia Ahern";"2011";"0007350430"
"3244";"Maniac Magee";"Jerry Spinelli";"1990";"0590452037"
"3245";"Tehanu";"Ursula K. Le Guin";"1990";"1416509631"
"3246";"Number the Stars";"Lois Lowry";"1989";"0440227534"
"3247";"Curious George Takes a Job";"H.A. Rey";"1947";"1844285081"
"3248";"Falling Angels";"Tracy Chevalier";"2001";"0452283205"
"3249";"Demon From the Dark ";"Kresley Cole";"2010";"1439123128"
"3250";"The One Plus One";"Jojo Moyes";"2014";"0525426582"
"3251";"One Tuesday Morning";"Karen Kingsbury";"2003";"0310247527"
"3252";"Pretty Baby";"Mary Kubica";"2015";"0778317706"
"3253";"Wizard's First Rule";"Terry Goodkind";"1994";"0765346524"
"3254";"Wit : A Play";"Margaret Edson";"1995";"0571198775"
"3255";"The Sense of an Ending";"Julian Barnes";"2011";"0224094157"
"3256";"The Eyre Affair";"Jasper Fforde";"2001";"0142001805"
"3257";"Where's Spot? ";"Eric Hill";"1980";"0140504206"
"3258";"Hour Game";"David Baldacci";"2004";"0446616494"
"3259";"Light";"Michael  Grant";"2013";"0061449180"
"3260";"Not My Father's Son";"Alan Cumming";"2014";"0062225073"
"3261";"The Tenth Justice";"Brad Meltzer";"1997";"0446606243"
"3262";"The Hat";"Jan Brett";"1997";"0750026049"
"3263";"Gone Girl";"Gillian Flynn";"2012";"0297859382"
"3264";"Radiant Angel";"Nelson DeMille";"2015";"0446580856"
"3265";"Live Wire";"Harlan Coben";"2011";"0525952063"
"3266";"River Secrets";"Shannon Hale";"2006";"1582349010"
"3267";"Forrest Gump";"Winston Groom";"1986";"0743453255"
"3268";"Gardens of the Moon";"Steven Erikson";"1999";"0765348780"
"3269";"The Story of Philosophy";"Will Durant";"1926";"0671739166"
"3270";"Why Evolution Is True";"Jerry A. Coyne";"2008";"0670020532"
"3271";"Passion's Reign";"Karen Harper";"1983";"0307237907"
"3272";"First Term at Malory Towers";"Enid Blyton";"1946";"0749744812"
"3273";"Hyperion";"Dan Simmons";"1989";"0553283685"
"3274";"Zoe's Tale";"John Scalzi";"2008";"0765316986"
"3275";"Out of the Dust";"Karen Hesse";"1997";"0439771277"
"3276";"The Mime Order";"Samantha Shannon";"2015";"1408857391"
"3277";"Guardians of the West";"David Eddings";"1985";"0345352661"
"3278";"Sellevision";"Augusten Burroughs";"2000";"0312422288"
"3279";"Anya's Ghost";"Vera Brosgol";"2011";"1596437138"
"3280";"Shaman's Crossing";"Robin Hobb";"2005";"0060758287"
"3281";"The Mothers";"Brit Bennett";"2016";"0399184511"
"3282";"Friends and Lovers";"Eric Jerome Dickey";"1997";"0451201027"
"3283";"Rose in Bloom";"Louisa May Alcott";"1876";"0316030899"
"3284";"The Sun Is Also a Star";"Nicola Yoon";"2016";"0553496689"
"3285";"Hocus Pocus";"Kurt Vonnegut Jr.";"1990";"0425161293"
"3286";"Demonglass";"Rachel Hawkins";"2011";"1423121317"
"3287";"His Majesty's Dragon";"Naomi Novik";"2006";"0345481283"
"3288";"The Legacy";"R.A. Salvatore";"1992";"0786939842"
"3289";"Infected";"Scott Sigler";"2008";"0307406105"
"3290";"The Book of Tomorrow";"Cecelia Ahern";"2009";"0007233701"
"3291";"Hell House";"Richard Matheson";"1971";"0727860992"
"3292";"Lord of Misrule";"Rachel Caine";"2008";"0451225724"
"3293";"Outcast of Redwall";"Brian Jacques";"1995";"0142401420"
"3294";"The Dead Zone";"Stephen King";"1979";"0451155750"
"3295";"See Jane Score";"Rachel Gibson";"2003";"0060009241"
"3296";"Fly Away";"Kristin Hannah";"2013";"0312577214"
"3297";"Big Red";"Jim Kjelgaard, Carl Pfeuffer";"1945";"0553154346"
"3298";"Serena";"Ron Rash";"2008";"0061470856"
"3299";"Flush";"Carl Hiaasen";"2005";"0375821821"
"3300";"Fugitive Pieces";"Anne Michaels";"1996";"0679776591"
"3301";"Blackwood Farm";"Anne Rice";"2002";"0099446723"
"3302";"Something Borrowed";"Emily Giffin";"2004";"031232118X"
"3303";"The Book of Luke";"Jenny O'Connell";"2007";"1416520406"
"3304";"The Tin Roof Blowdown";"James Lee Burke";"2007";"1416548483"
"3305";"Sleeping Murder";"Agatha Christie";"1976";"0002317850"
"3306";"Cruel Beauty";"Rosamund Hodge";"2014";"0062224735"
"3307";"A Beautiful Dark ";"Jocelyn Davies";"2011";"0061990655"
"3308";"The Shadowy Horses";"Susanna Kearsley";"1997";"0515124648"
"3309";"All the Weyrs of Pern";"Anne McCaffrey";"1991";"0345419359"
"3310";"Beach Music";"Pat Conroy";"1975";"0553381539"
"3311";"In The Afterlight";"Alexandra Bracken";"2014";"1423157524"
"3312";"Sea Glass";"Maria V. Snyder";"2009";"0778325806"
"3313";"The Inheritance of Loss";"Kiran Desai";"2006";"0802142818"
"3314";"Your Heart Belongs to Me";"Dean Koontz";"2008";"0553807137"
"3315";"A Redbird Christmas";"Fannie Flagg";"2004";"0345480260"
"3316";"House of Leaves";"Mark Z. Danielewski";"2000";"038560310X"
"3317";"Unfamiliar Fishes";"Sarah Vowell";"2011";"1594487871"
"3318";"The Baker's Daughter";"Sarah McCoy";"2012";"0307460207"
"3319";"Push";"Sapphire";"1996";"0679766758"
"3320";"The Garden of Eden";"Ernest Hemingway";"1985";"0684804522"
"3321";"City of Lost Souls";"Cassandra Clare";"2012";"1442416866"
"3322";"The End of Mr. Y.";"Scarlett Thomas";"2006";"0156031612"
"3323";"Reached";"Ally Condie";"2012";"0525423664"
"3324";"Monster";"Walter Dean Myers";"1999";"0064407314"
"3325";"Assassin's Quest";"Robin Hobb";"1997";"0553565699"
"3326";"Snakehead";"Anthony Horowitz";"2007";"1406309354"
"3327";"Emily of New Moon";"L.M. Montgomery";"1923";"055323370X"
"3328";"Wanted";"Sara Shepard";"2010";"0061566179"
"3329";"Still Alice";"Lisa Genova";"2007";"0595440096"
"3330";"Suicide Notes";"Michael Thomas Ford";"2008";"0060737557"
"3331";"Jumanji";"Chris Van Allsburg";"1981";"0395304482"
"3332";"Caddie Woodlawn";"Carol Ryrie Brink";"1935";"1416940286"
"3333";"A Separate Peace";"John Knowles";"1959";"0743253973"
"3334";"Beyond Reach";"Karin Slaughter";"2007";"038533947X"
"3335";"Fragments";"Dan Wells";"2013";"0062071076"
"3336";"Scorpia Rising";"Anthony Horowitz";"2011";"0399250573"
"3337";"The Hate U Give";"Angie Thomas";"2017";"0062498533"
"3338";"Rise of Empire";"Michael J. Sullivan";"2010";"0316187704"
"3339";"Born in Fire ";"Nora Roberts";"1994";"0515114693"
"3340";"I'll Walk Alone";"Mary Higgins Clark";"2011";"1439180962"
"3341";"Two for the Dough";"Janet Evanovich";"1996";"0140255559"
"3342";"The Wordy Shipmates";"Sarah Vowell";"2008";"1594489998"
"3343";"Holiday in Death";"J.D. Robb";"1998";"0425163717"
"3344";"Stray";"Rachel Vincent";"2007";"0778324214"
"3345";"Stormy Weather";"Carl Hiaasen";"1995";"0446677167"
"3346";"More Than This";"Patrick Ness";"2013";"1406350486"
"3347";"Evernight";"Claudia Gray";"2008";"0061284394"
"3348";"Domes of Fire";"David Eddings";"1992";"0345383273"
"3349";"A Kiss in Time";"Alex Flinn";"2008";"0060874198"
"3350";"Shoeless Joe";"W.P. Kinsella";"1982";"078572902X"
"3351";"Boy's Life";"Robert McCammon";"1991";"0671743058"
"3352";"Disclosure";"Michael Crichton";"1994";"0099303744"
"3353";"Twisted";"Laurie Halse Anderson";"2007";"0670061018"
"3354";"Count Zero";"William Gibson";"1986";"0441013678"
"3355";"The Puppet Masters";"Robert A. Heinlein";"1951";"143913376X"
"3356";"The Wave";"Morton Rhue, Todd Strasser";"1981";"0440993717"
"3357";"The Stars Shine Down";"Sidney Sheldon";"1992";"0006178715"
"3358";"Silver Shadows";"Richelle Mead";"2014";"1595143211"
"3359";"The End of Eternity";"Isaac Asimov";"1955";"0449016196"
"3360";"Doubt: A Parable";"John Patrick Shanley";"2005";"1559362766"
"3361";"Ready or Not";"Meg Cabot";"2005";"0060724501"
"3362";"Let the Great World Spin";"Colum McCann";"2009";"1400063736"
"3363";"Empire Falls";"Richard Russo";"2001";"0375726403"
"3364";"Linger";"Maggie Stiefvater";"2010";"0545123283"
"3365";"The Last Oracle";"James Rollins";"2008";"0061230944"
"3366";"The Twelve";"Justin Cronin";"2012";"0345504984"
"3367";"A Perfect Blood";"Kim Harrison";"2012";"0061957895"
"3368";"Summer House";"Nancy Thayer";"2009";"0345498208"
"3369";"The Bellmaker";"Brian Jacques";"1994";"0142400300"
"3370";"Luna";"Julie Anne Peters";"2004";"0316011274"
"3371";"Appointment with Death";"Agatha Christie";"1938";"0007119356"
"3372";"Perelandra";"C.S. Lewis";"1943";"0007157169"
"3373";"Fragile Eternity";"Melissa Marr";"2009";"006121471X"
"3374";"A Vintage Affair";"Isabel Wolff";"2009";"0007245823"
"3375";"The Hunger Games";"Suzanne Collins";"2008";"0439023483"
"3376";"The Poet";"Michael Connelly";"1996";"0446690457"
"3377";"The First Confessor";"Terry Goodkind";"2012";"0615651011"
"3378";"The Hour I First Believed";"Wally Lamb";"2007";"0060393491"
"3379";"A Thousand Acres";"Jane Smiley";"1991";"1400033837"
"3380";"Pleasure Unbound";"Larissa Ione";"2008";"044640103X"
"3381";"Hard Luck";"Jeff Kinney";"2013";"1419711326"
"3382";"Darkest Mercy";"Melissa Marr";"2011";"0061659258"
"3383";"Rubinrot";"Kerstin Gier, Anthea Bell";"2009";"0805092528"
"3384";"Kisscut";"Karin Slaughter";"2002";"0060534044"
"3385";"The Closers";"Michael Connelly";"2005";"0446699551"
"3386";"High Five";"Janet Evanovich";"1999";"0330371231"
"3387";"The God of Small Things";"Arundhati Roy";"1997";"0679457313"
"3388";"City of Fallen Angels";"Cassandra Clare";"2011";"1442403543"
"3389";"Identical";"Ellen Hopkins";"2008";"1416950052"
"3390";"City of Masks";"Mary Hoffman";"2002";"1582349177"
"3391";"Journals";"Kurt Cobain";"2002";"157322359X"
"3392";"Until Friday Night";"Abbi Glines";"2015";"1481438867"
"3393";"The Drawing of the Three";"Stephen King";"1987";"0451210859"
"3394";"Wreck This Journal";"Keri Smith";"2007";"039953346X"
"3395";"The Satanic Verses";"Salman Rushdie";"1988";"0312270828"
"3396";"The Madonnas of Leningrad";"Debra Dean";"2006";"0060825316"
"3397";"The Prince of Tides";"Pat Conroy";"1986";"0553381547"
"3398";"Orphan X";"Gregg Hurwitz";"2016";"1250067847"
"3399";"Life Expectancy";"Dean Koontz";"2004";"0553588249"
"3400";"From Dead to Worse";"Charlaine Harris";"2008";"0441015891"
"3401";"Fool's Assassin";"Robin Hobb";"2014";"0553392425"
"3402";"Talon";"Julie Kagawa";"2014";"0373211392"
"3403";"London: The Novel";"Edward Rutherfurd";"1997";"0345455681"
"3404";"Explosive Eighteen";"Janet Evanovich";"2011";"0345527712"
"3405";"Fine Things";"Danielle Steel";"1987";"0440244056"
"3406";"Obsession in Death";"J.D. Robb";"2015";"0399170871"
"3407";"The Lottery";"Shirley Jackson";"1948";"1563127873"
"3408";"The Great Divorce";"C.S. Lewis";"1945";"0006280560"
"3409";"The Pagan Lord";"Bernard Cornwell";"2013";"0007331908"
"3410";"Dear Daughter";"Elizabeth Little";"2014";"0670016381"
"3411";"Glimmerglass";"Jenna Black";"2010";"0312575939"
"3412";"Rescue";"Anita Shreve";"2010";"0316020729"
"3413";"The Replacement";"Brenna Yovanoff";"2010";"1595143378"
"3414";"Winter";"Marissa Meyer";"2015";"0312642989"
"3415";"Goddess";"Josephine Angelini";"2013";"0062012037"
"3416";"The Hungry Tide";"Amitav Ghosh";"2004";"061871166X"
"3417";"To Challenge a Dragon";"G.A. Aiken";"2004";"1420103733"
"3418";"Effortless";"S.C. Stephens";"2011";"1476717486"
"3419";"Northern Lights";"Nora Roberts";"2004";"0515139742"
"3420";"The Watchman";"Robert Crais";"2007";"0743281632"
"3421";"The Paris Wife";"Paula McLain";"2011";"0345521307"
"3422";"Half a King";"Joe Abercrombie";"2014";"0804178321"
"3423";"The King of Torts";"John Grisham";"2003";"0385339658"
"3424";"The Terror";"Dan Simmons";"2007";"0316017442"
"3425";"Mad Dogs";"Robert Muchamore";"2007";"0340911719"
"3426";"Haunted";"Kelley Armstrong";"2005";"0553587080"
"3427";"Unaccustomed Earth";"Jhumpa Lahiri";"2008";"0676979343"
"3428";"Freedom";"Jonathan Franzen";"2010";"0374158460"
"3429";"Sorceress of Darshiva";"David Eddings";"1989";"0345369351"
"3430";"Boundless";"Cynthia Hand";"2013";"0061996203"
"3431";"So B. It";"Sarah Weeks";"2004";"0064410471"
"3432";"Lords and Ladies";"Terry Pratchett";"1992";"055215315X"
"3433";"Sometimes a Great Notion";"Ken Kesey";"1964";"0140045295"
"3434";"Whiskey Beach";"Nora Roberts";"2013";"0399159894"
"3435";"Under The Net";"Iris Murdoch";"1954";"0140014454"
"3436";"Big Nate on a Roll";"Lincoln Peirce";"2009";"0061944394"
"3437";"The Missing Piece";"Shel Silverstein";"1976";"0060256710"
"3438";"The Lovely Bones";"Alice Sebold";"2002";"0316166685"
"3439";"Girlfriend in a Coma";"Douglas Coupland";"1998";"0060987324"
"3440";"Hornet Flight";"Ken Follett";"2002";"0451210743"
"3441";"The Rose Garden";"Susanna Kearsley";"2011";"0749009519"
"3442";"The Black house";"Peter  May";"2009";"1849163847"
"3443";"Dead as a Doornail ";"Charlaine Harris";"2005";"0441013333"
"3444";"The Illustrated Man";"Ray Bradbury";"1951";"000712774X"
"3445";"The Defector";"Daniel Silva";"2009";"0399155686"
"3446";"Eating Animals";"Jonathan Safran Foer";"2009";"0316069906"
"3447";"The Paying Guests";"Sarah Waters";"2014";"1594633118"
"3448";"Blood Rites";"Jim Butcher";"2004";"0451459873"
"3449";"Fear";"Michael  Grant";"2012";"0061449156"
"3450";"I Hunt Killers";"Barry Lyga";"2012";"0316125849"
"3451";"Sunset";"Erin Hunter";"2006";"0060827696"
"3452";"A Drink Before the War";"Dennis Lehane";"1994";"0156029022"
"3453";"Green Rider";"Kristen Britain";"1998";"0886778581"
"3454";"The Atonement Child";"Francine Rivers";"1997";"084230052X"
"3455";"Anne of Avonlea";"L.M. Montgomery";"1909";"0553213148"
"3456";"Runaway";"Alice Munro";"2004";"1400077915"
"3457";"Annie on My Mind";"Nancy Garden";"1982";"0374404143"
"3458";"Love in the Afternoon";"Lisa Kleypas";"2010";"0312605390"
"3459";"Women";"Charles Bukowski";"1978";"0061177598"
"3460";"Doctor Sleep";"Stephen King";"2013";"1476727651"
"3461";"Magic Hour";"Kristin Hannah";"2006";"0345467531"
"3462";"Feet of Clay";"Terry Pratchett";"1996";"0552153257"
"3463";"Incarnate";"Jodi Meadows";"2012";"0062060759"
"3464";"The Sands of Time";"Sidney Sheldon";"1988";"0006174434"
"3465";"Gods in Alabama";"Joshilyn Jackson";"2005";"0446694533"
"3466";"Gentle Rogue";"Johanna Lindsey";"1990";"0380753022"
"3467";"One True Thing";"Anna Quindlen";"1994";"0812976185"
"3468";"Chasing Perfect";"Susan Mallery";"2010";"0373774524"
"3469";"Dark Reunion";"L.J. Smith";"1991";"1847386823"
"3470";"White";"Ted Dekker";"2004";"1595540350"
"3471";"Less Than Zero";"Bret Easton Ellis";"1985";"0679781498"
"3472";"Trickster's Queen";"Tamora Pierce";"2004";"0375828788"
"3473";"Hotel du Lac";"Anita Brookner";"1984";"0679759328"
"3474";"Forbidden";"Tabitha Suzuma";"2010";"1862308160"
"3475";"Eileen";"Ottessa Moshfegh";"2015";"1594206627"
"3476";"Skippyjon Jones";"Judy Schachner";"2003";"0525471340"
"3477";"Spindle's End";"Robin McKinley";"2000";"0441008658"
"3478";"Dust";"Hugh Howey";"2013";"1490904387"
"3479";"The Killing Hour";"Lisa Gardner";"2003";"0553584529"
"3480";"The Tempest";"William Shakespeare";"1623";"0743482832"
"3481";"Pigs in Heaven";"Barbara Kingsolver";"1993";"0571171788"
"3482";"What the Night Knows";"Dean Koontz";"2010";"0553807722"
"3483";"The Boys from Brazil";"Ira Levin";"1976";"0394402677"
"3484";"The Lying Game";"Sara Shepard";"2010";"0061869708"
"3485";"Ramona Forever";"Beverly Cleary";"1984";"038072801X"
"3486";"The Siren";"Kiera Cass";"2009";"1440154236"
"3487";"Spider Bones";"Kathy Reichs";"2010";"1439102392"
"3488";"Beautiful Secret";"Christina Lauren";"2015";"1476778019"
"3489";"The Forbidden Game";"L.J. Smith";"1997";"1416989404"
"3490";"Heretics of Dune";"Frank Herbert";"1984";"0441328008"
"3491";"Rosemary's Baby";"Ira Levin";"1967";"0451194004"
"3492";"Legion";"Brandon Sanderson";"2012";"1596064854"
"3493";"Uncommon Criminals";"Ally Carter";"2011";"1423147952"
"3494";"The Last Colony";"John Scalzi";"2007";"0765316978"
"3495";"The Truth About Forever";"Sarah Dessen";"2004";"0142406252"
